source,url,title,publish_date,sentence,lang,cleaned_sentence,sentiment_score,sentiment_label
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Kigali Car Free Day takes place twice a month, on the 1st and 3rd Sunday.",en,kigali car free day takes place twice a month on the st and rd sunday,0.5106,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Most main roads around the city are closed to vehicles for a few hours so people can make the most of them.,en,most main roads around the city are closed to vehicles for a few hours so people can make the most of them,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Getting To and From the Airport

Getting from and from Kigali airport is quite easy.",en,getting to and from the airport getting from and from kigali airport is quite easy,0.4927,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"The airport is conveniently located a short drive from most neighbourhoods, and there is a range of options to choose from.",en,the airport is conveniently located a short drive from most neighbourhoods and there is a range of options to choose from,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Taxi

Getting a taxi to the airport is quite straightforward, and you’ll be dropped directly at the departures car park.",en,taxi getting a taxi to the airport is quite straightforward and youll be dropped directly at the departures car park,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"If you’re getting a taxi from the airport, expect to haggle, as drivers will try charging to premium to unsuspecting tourists.",en,if youre getting a taxi from the airport expect to haggle as drivers will try charging to premium to unsuspecting tourists,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Generally, taxis from the airport should cost 2500 RWF for the first kilometre, and 600 RWF per additional kilometre.",en,generally taxis from the airport should cost rwf for the first kilometre and rwf per additional kilometre,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Use this to calculator your fare and prepare to haggle.,en,use this to calculator your fare and prepare to haggle,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Hotel Transfer

A much easier option is to organise a transfer with your hotel or host in Kigali.",en,hotel transfer a much easier option is to organise a transfer with your hotel or host in kigali,0.4215,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"While it’s a little more expensive than a taxi, it’s much more convenient.",en,while its a little more expensive than a taxi its much more convenient,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"And if you’re splitting the price between a group, it works out quite cheap.",en,and if youre splitting the price between a group it works out quite cheap,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Shuttle bus

Kigali Bus Service (KBS) provides hourly direct shuttles between Kigali Airport and the Union Trade Center (UTC) in the business district of central Kigali.",en,shuttle bus kigali bus service kbs provides hourly direct shuttles between kigali airport and the union trade center utc in the business district of central kigali,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,The price of this shuttle is 1000 RWF.,en,the price of this shuttle is rwf,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Car rental

You can also rent a car ahead of your arrival and have it ready to ride it as soon as you arrive at the airport.",en,car rental you can also rent a car ahead of your arrival and have it ready to ride it as soon as you arrive at the airport,0.3612,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Bus and moto-taxi

You can take a bus or moto to the airport, but you’ll need to enter via a different gate to cars and the shuttle bus service.",en,bus and mototaxi you can take a bus or moto to the airport but youll need to enter via a different gate to cars and the shuttle bus service,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Traveling Outside Kigali

Traveling from Kigali to different districts usually takes 2-3 hours.",en,traveling outside kigali traveling from kigali to different districts usually takes hours,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"However, traveling to the Western provinces can take up to 7-9 hours.",en,however traveling to the western provinces can take up to hours,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Nyabugogo Taxi Park is the central bus station in Kigali for traveling outside the city.,en,nyabugogo taxi park is the central bus station in kigali for traveling outside the city,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"If you’re visiting a National Park or other tourist destinations, your tour company will usually provide transport.",en,if youre visiting a national park or other tourist destinations your tour company will usually provide transport,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Rwanda also shares a land border with Burundi, Uganda, Tanzania, and the Democratic Republic of Congo.",en,rwanda also shares a land border with burundi uganda tanzania and the democratic republic of congo,0.296,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,All of these can be visited by road.,en,all of these can be visited by road,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Regional busses to neighbouring countries also leave from Nyabugogo Taxi Park.,en,regional busses to neighbouring countries also leave from nyabugogo taxi park,-0.0516,negative
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Journey times vary greatly, depending on your final destination.",en,journey times vary greatly depending on your final destination,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Traveling to Burundi usually takes about 5 hours, while the farthest destination in Tanzania is 24 hours away.",en,traveling to burundi usually takes about hours while the farthest destination in tanzania is hours away,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Below are the best bus companies for different countries.,en,below are the best bus companies for different countries,0.6369,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Kenya and Uganda

Kampala coach

Simba

Mash Cool

Modern coach

Uganda only

Jaguar

Volcano

Horizon

Mosh Power

Tanzania

Trinity

Matunda express

Select

Final Thoughts

Transport in Kigali is far superior to many neighbouring countries, and getting around the city is a breeze most of the time.",en,kenya and uganda kampala coach simba mash cool modern coach uganda only jaguar volcano horizon mosh power tanzania trinity matunda express select final thoughts transport in kigali is far superior to many neighbouring countries and getting around the city is a breeze most of the time,0.7003,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Use this guide to find the right solutions for you, and if you have any questions, ask us in the comments below.",en,use this guide to find the right solutions for you and if you have any questions ask us in the comments below,0.1779,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"Following a decision by a cabinet meeting chaired by President Paul Kagame on Monday, Rwanda Utilities Regulatory Authority (RURA) has issued new transport fares which have drawn mixed reactions.",en,following a decision by a cabinet meeting chaired by president paul kagame on monday rwanda utilities regulatory authority rura has issued new transport fares which have drawn mixed reactions,0.0772,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,The new rates follow a decision by the cabinet to increase occupancy in public buses to 100 percent for seated passengers and 50 percent for standing passengers.,en,the new rates follow a decision by the cabinet to increase occupancy in public buses to percent for seated passengers and percent for standing passengers,0.3182,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"According to the communiqué released by RURA on Wednesday, October 14, 2020, provincial transport costs to and from Kigali City has also been reduced from Rwf30.8 to Rwf25.9 per kilometer while city public passenger costs have been slashed from Rwf31.9 to Rwf28.9 per kilometer.",en,according to the communiqué released by rura on wednesday october provincial transport costs to and from kigali city has also been reduced from rwf to rwf per kilometer while city public passenger costs have been slashed from rwf to rwf per kilometer,-0.2263,negative
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"However, the Covid-19 preventive measures and directives should remain tight and respected, according to RURA.",en,however the covid preventive measures and directives should remain tight and respected according to rura,0.4767,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"“Passengers are advised to pay using cashless systems, open windows when traveling, when it’s not raining.",en,passengers are advised to pay using cashless systems open windows when traveling when its not raining,-0.1027,negative
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"Passengers should wash their hands with water and soap thoroughly or sanitize before and after reaching their destinations to prevent the spread of Covid-19,” part of the communiqué reads.",en,passengers should wash their hands with water and soap thoroughly or sanitize before and after reaching their destinations to prevent the spread of covid part of the communiqué reads,0.2263,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"“Passengers are supposed to wear their masks well, greeting by shaking hands or hugging is prohibited, respecting all the Covid-19 preventives guidelines as suggested by the ministry of health should continue to be done.",en,passengers are supposed to wear their masks well greeting by shaking hands or hugging is prohibited respecting all the covid preventives guidelines as suggested by the ministry of health should continue to be done,0.8402,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"Public transport company officials have the mandate to supervise passengers if they are respecting the Covid-19 preventive guidelines,”

“Failure to respect the Covid-19 preventive guidelines is punishable.” The communiqué reads.",en,public transport company officials have the mandate to supervise passengers if they are respecting the covid preventive guidelines failure to respect the covid preventive guidelines is punishable the communiqué reads,0.0258,neutral
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"However, the new rates, though they reflect a reduction in the cost of transport per kilometre, transport to and from certain parts of Kigali such as Nyacyonga and Karuruma, increased, while in other places it slightly reduced.",en,however the new rates though they reflect a reduction in the cost of transport per kilometre transport to and from certain parts of kigali such as nyacyonga and karuruma increased while in other places it slightly reduced,0.4939,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,Transport fares on most upcountry routes increased.,en,transport fares on most upcountry routes increased,0.3321,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"The fluctuating fares have led to a debate on social media, with some accusing RURA of increasing the fares yet occupancy in buses increased.",en,the fluctuating fares have led to a debate on social media with some accusing rura of increasing the fares yet occupancy in buses increased,0.1027,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"Some also argued that given the impact of COVID-19 on many, it is not the right to increase transport costs as people recover.",en,some also argued that given the impact of covid on many it is not the right to increase transport costs as people recover,-0.0516,negative
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"Earlier this year, following the outbreak of the New Coronavirus, public transport was put on hold and when it returned in June, RURA introduced new fares in line with the new social distancing measures in the buses.",en,earlier this year following the outbreak of the new coronavirus public transport was put on hold and when it returned in june rura introduced new fares in line with the new social distancing measures in the buses,0.0,neutral
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"It had been hoped that when occupancy rates increase, transport fares would be reduced, which was not the case under the revised rates.",en,it had been hoped that when occupancy rates increase transport fares would be reduced which was not the case under the revised rates,0.5994,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"RURA Explains

While appearing on the KT Radio’s talk show ‘Ubyumva Ute’, on Thursday evening, Tony Kulamba, the Head of Transport at RURA, said that the fares were well-thought, to ensure that both the transport operators and consumers benefit in equal measure.",en,rura explains while appearing on the kt radios talk show ubyumva ute on thursday evening tony kulamba the head of transport at rura said that the fares were wellthought to ensure that both the transport operators and consumers benefit in equal measure,0.6808,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"“When we are setting up transport fares, RURA looks at the interests of both the passengers and the transport operators, to ensure that none of the two incurs losses,”

“The transport operators invest a lot in the busses and incur operation costs but we also know that people need to have affordable transport means.",en,when we are setting up transport fares rura looks at the interests of both the passengers and the transport operators to ensure that none of the two incurs losses the transport operators invest a lot in the busses and incur operation costs but we also know that people need to have affordable transport means,0.1154,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"So the new rates were arrived at based on that but we look more at the interests of the citizens,” Kulamba explained.",en,so the new rates were arrived at based on that but we look more at the interests of the citizens kulamba explained,0.4396,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"Dr Benjamin Rutimirwa, the Director of Economic Regulation at RURA also explained that the new rates, though are slightly higher than the transport fares of the Pre-COVID-19 period, it was reduced compared to the rates that were introduced in June following the return of public transport.",en,dr benjamin rutimirwa the director of economic regulation at rura also explained that the new rates though are slightly higher than the transport fares of the precovid period it was reduced compared to the rates that were introduced in june following the return of public transport,0.0,neutral
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"“Overall, there is a reduction if you look at it based on the existing fares that were introduced with the measures against COVID-19 but if compared to the rates before the COVID period, there is an increase,” Dr Rutimirwa said.",en,overall there is a reduction if you look at it based on the existing fares that were introduced with the measures against covid but if compared to the rates before the covid period there is an increase dr rutimirwa said,0.4497,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"He said that the new transport fares factored in many things such as reinvestment in public transport, helping investors meet operation costs and also cater for more improvements expected in the public transport sector.",en,he said that the new transport fares factored in many things such as reinvestment in public transport helping investors meet operation costs and also cater for more improvements expected in the public transport sector,0.5849,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"He said that the pre-COVID-19 fares had almost reached the 2-year cap and were about to be revised, in line with the current cost of transport.",en,he said that the precovid fares had almost reached the year cap and were about to be revised in line with the current cost of transport,0.0276,neutral
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"He explained that even without the disruption of the COVID-19, transport fares would have gone up at some point because every two years the fares are revised.",en,he explained that even without the disruption of the covid transport fares would have gone up at some point because every two years the fares are revised,0.2755,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"“All these factors must be considered, the cost of operation, changes in fuel prices, investment in transport, all these must be catered for while considering the cost of transport,”

“If you have noticed, there have been new buses, new routes introduced, more efficiency and much more, all of which a passenger has to contribute to, if we are to have a sustainable public transport system,”.",en,all these factors must be considered the cost of operation changes in fuel prices investment in transport all these must be catered for while considering the cost of transport if you have noticed there have been new buses new routes introduced more efficiency and much more all of which a passenger has to contribute to if we are to have a sustainable public transport system,0.4201,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,Kulamba also assured public transport users that the new rates will come with improved service and efficiency in terms of customer service but the passenger too must contribute to this effort to continuously develop the public transport sector.,en,kulamba also assured public transport users that the new rates will come with improved service and efficiency in terms of customer service but the passenger too must contribute to this effort to continuously develop the public transport sector,0.5499,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"On the issue of internet in the buses which passengers pay for in the fare, Kulamba said that passengers are entitled to internet on the buses and RURA as the regulator is determined to see that the service is consistent and reliable.",en,on the issue of internet in the buses which passengers pay for in the fare kulamba said that passengers are entitled to internet on the buses and rura as the regulator is determined to see that the service is consistent and reliable,0.4767,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,“We encourage people to constantly when they are not getting the service.,en,we encourage people to constantly when they are not getting the service,0.5106,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"It helps us to monitor and ensure that the company supposed to provide the service does exactly that,” Kulamba said.",en,it helps us to monitor and ensure that the company supposed to provide the service does exactly that kulamba said,0.6369,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"The officials said that new routes in the city and across the country will be introduced based on demand, to ensure that access to public transport is eased further.",en,the officials said that new routes in the city and across the country will be introduced based on demand to ensure that access to public transport is eased further,0.5106,positive
web,https://www.ktpress.rw/2020/10/new-transport-fares-what-you-need-to-know/,New Transport Fares: What You Need To Know,,"Dr Rutimirwa assured citizens that RURA has no interest in making people pay more for a service they should pay less for, but it rather ensures that both the consumer and investor in transport meet in the middle to cater for the cost.",en,dr rutimirwa assured citizens that rura has no interest in making people pay more for a service they should pay less for but it rather ensures that both the consumer and investor in transport meet in the middle to cater for the cost,0.1901,positive
web,https://rwandatoday.africa/rwanda/business/public-transport-users-cry-foul-over-e-billing-system-2472164,Public transport users cry foul over e-billing system,,"Specifically, the electronic billing system — tap and go card — debits a fare equivalent to commuters reaching the final destination.",en,specifically the electronic billing system tap and go card debits a fare equivalent to commuters reaching the final destination,0.2023,positive
web,https://rwandatoday.africa/rwanda/business/public-transport-users-cry-foul-over-e-billing-system-2472164,Public transport users cry foul over e-billing system,,Public transport users in Kigali are up in arms over the standard fare operators charge regardless of the destination.,en,public transport users in kigali are up in arms over the standard fare operators charge regardless of the destination,0.0,neutral
web,https://rwandatoday.africa/rwanda/business/public-transport-users-cry-foul-over-e-billing-system-2472164,Public transport users cry foul over e-billing system,,"By ARAFAT MUGABO More by this Author

Public transport users in Kigali are up in arms over the standard fare operators charge regardless of the destination.",en,by arafat mugabo more by this author public transport users in kigali are up in arms over the standard fare operators charge regardless of the destination,0.0,neutral
web,https://rwandatoday.africa/rwanda/business/public-transport-users-cry-foul-over-e-billing-system-2472164,Public transport users cry foul over e-billing system,,"Specifically, the electronic billing system — tap and go card — debits a fare equivalent to commuters reaching the final destination.",en,specifically the electronic billing system tap and go card debits a fare equivalent to commuters reaching the final destination,0.2023,positive
web,https://rwandatoday.africa/rwanda/business/public-transport-users-cry-foul-over-e-billing-system-2472164,Public transport users cry foul over e-billing system,,"“It is unfair for a passenger going for instance to Sonatube from Gikondo to pay the same fare as a person going to Kimironko or Remera after boarding any of the buses on the route,” said Musa Mahoro, a passenger who uses public transport buses regularly.",en,it is unfair for a passenger going for instance to sonatube from gikondo to pay the same fare as a person going to kimironko or remera after boarding any of the buses on the route said musa mahoro a passenger who uses public transport buses regularly,-0.5423,negative
web,https://rwandatoday.africa/rwanda/business/public-transport-users-cry-foul-over-e-billing-system-2472164,Public transport users cry foul over e-billing system,,There are over 700 public transport buses in Kigali using the system.,en,there are over public transport buses in kigali using the system,0.0,neutral
web,https://rwandatoday.africa/rwanda/business/public-transport-users-cry-foul-over-e-billing-system-2472164,Public transport users cry foul over e-billing system,,"However, according to Rwanda Utilities Regulatory Authority (Rura), a route-based fare system for all public transport buses in town is the best.",en,however according to rwanda utilities regulatory authority rura a routebased fare system for all public transport buses in town is the best,0.6705,positive
web,https://rwandatoday.africa/rwanda/business/public-transport-users-cry-foul-over-e-billing-system-2472164,Public transport users cry foul over e-billing system,,"Rura defended the system, saying fares are determined by several factors, among them interest of investors and passengers.",en,rura defended the system saying fares are determined by several factors among them interest of investors and passengers,0.6597,positive
web,https://rwandatoday.africa/rwanda/business/public-transport-users-cry-foul-over-e-billing-system-2472164,Public transport users cry foul over e-billing system,,"Advertisement

“There are many forms of fare, but distance-based, zone-based, and route-based fare are commonly used in the world.",en,advertisement there are many forms of fare but distancebased zonebased and routebased fare are commonly used in the world,0.0,neutral
web,https://rwandatoday.africa/rwanda/business/public-transport-users-cry-foul-over-e-billing-system-2472164,Public transport users cry foul over e-billing system,,"We opted to use route-based fare because it was found to benefit both parties,” said Emmanuel Asaba Katabarwa, principal official in charge of transport planning and development at Rura.",en,we opted to use routebased fare because it was found to benefit both parties said emmanuel asaba katabarwa principal official in charge of transport planning and development at rura,0.6908,positive
web,https://rwandatoday.africa/rwanda/business/public-transport-users-cry-foul-over-e-billing-system-2472164,Public transport users cry foul over e-billing system,,"Route-bases fare

“With route-based fare once the passenger occupies the space there is no any other person to use that space unless the bus has reached its final route destination,” Mr Katabarwa said.",en,routebases fare with routebased fare once the passenger occupies the space there is no any other person to use that space unless the bus has reached its final route destination mr katabarwa said,-0.2023,negative
web,https://rwandatoday.africa/rwanda/business/public-transport-users-cry-foul-over-e-billing-system-2472164,Public transport users cry foul over e-billing system,,"For example, if we were to consider distance-based, where prices are determined by kilometres travelled, passengers traveling short distances will be overcharged.",en,for example if we were to consider distancebased where prices are determined by kilometres travelled passengers traveling short distances will be overcharged,0.34,positive
web,https://rwandatoday.africa/rwanda/business/public-transport-users-cry-foul-over-e-billing-system-2472164,Public transport users cry foul over e-billing system,,A kilometre would be at around Rwf150 instead of Rwf22 charged on the route-based fare.,en,a kilometre would be at around rwf instead of rwf charged on the routebased fare,-0.2023,negative
web,https://rwandatoday.africa/rwanda/business/public-transport-users-cry-foul-over-e-billing-system-2472164,Public transport users cry foul over e-billing system,,"“This was likely to bring conflict because a passenger would be charged a lot and transport companies would not agree to charge Rwf22 per kilometre, said Mr Katabarwa.",en,this was likely to bring conflict because a passenger would be charged a lot and transport companies would not agree to charge rwf per kilometre said mr katabarwa,-0.6381,negative
web,https://rwandatoday.africa/rwanda/business/public-transport-users-cry-foul-over-e-billing-system-2472164,Public transport users cry foul over e-billing system,,"He stated zone-based fare is tricky to apply because Kigali is small compared with Nairobi, Kampala and Dar es Salaam where a passenger can travel for over 20 kilometres within the town.",en,he stated zonebased fare is tricky to apply because kigali is small compared with nairobi kampala and dar es salaam where a passenger can travel for over kilometres within the town,-0.1531,negative
web,https://rwandatoday.africa/rwanda/business/public-transport-users-cry-foul-over-e-billing-system-2472164,Public transport users cry foul over e-billing system,,The system ensures that between one and five kilometres a commuter pays the same amount as the one travelling between six and 10 kilometres.,en,the system ensures that between one and five kilometres a commuter pays the same amount as the one travelling between six and kilometres,0.0,neutral
web,https://www.topafricanews.com/2024/12/02/pay-as-you-go-distance-based-fare-pilot-to-launch-in-kigali-public-transport/?q=le-president-ndayishimiye-prone-les-actions-apportant-des-progres-tangibles-pour-le-pays&pr=335193&lang=en,Pay As You Go: Distance-Based Fare Pilot to Launch in Kigali Public Transport,,"Kigali is set to revolutionize its public transportation system with the introduction of a Distance-Based Fare pilot program on December 4, 2024.",en,kigali is set to revolutionize its public transportation system with the introduction of a distancebased fare pilot program on december,0.0,neutral
web,https://www.topafricanews.com/2024/12/02/pay-as-you-go-distance-based-fare-pilot-to-launch-in-kigali-public-transport/?q=le-president-ndayishimiye-prone-les-actions-apportant-des-progres-tangibles-pour-le-pays&pr=335193&lang=en,Pay As You Go: Distance-Based Fare Pilot to Launch in Kigali Public Transport,,"This pricing model will be tested on specific routes, namely Nyabugogo-Kabuga and Downtown-Kabuga, allowing passengers to pay based on the distance traveled instead of a standard flat fare.",en,this pricing model will be tested on specific routes namely nyabugogokabuga and downtownkabuga allowing passengers to pay based on the distance traveled instead of a standard flat fare,-0.1027,negative
web,https://www.topafricanews.com/2024/12/02/pay-as-you-go-distance-based-fare-pilot-to-launch-in-kigali-public-transport/?q=le-president-ndayishimiye-prone-les-actions-apportant-des-progres-tangibles-pour-le-pays&pr=335193&lang=en,Pay As You Go: Distance-Based Fare Pilot to Launch in Kigali Public Transport,,"The pilot initiative, according to Rwanda Utilities Regulatory Authority (RURA), seeks to promote equity and fairness in public transport fare system.",en,the pilot initiative according to rwanda utilities regulatory authority rura seeks to promote equity and fairness in public transport fare system,0.4404,positive
web,https://www.topafricanews.com/2024/12/02/pay-as-you-go-distance-based-fare-pilot-to-launch-in-kigali-public-transport/?q=le-president-ndayishimiye-prone-les-actions-apportant-des-progres-tangibles-pour-le-pays&pr=335193&lang=en,Pay As You Go: Distance-Based Fare Pilot to Launch in Kigali Public Transport,,"Unlike the way it was done, the new system will require passengers to Tap In when boarding the buses and Tap Out at the end of the trip.",en,unlike the way it was done the new system will require passengers to tap in when boarding the buses and tap out at the end of the trip,0.0,neutral
web,https://www.topafricanews.com/2024/12/02/pay-as-you-go-distance-based-fare-pilot-to-launch-in-kigali-public-transport/?q=le-president-ndayishimiye-prone-les-actions-apportant-des-progres-tangibles-pour-le-pays&pr=335193&lang=en,Pay As You Go: Distance-Based Fare Pilot to Launch in Kigali Public Transport,,"If this system works well, it will solve the issue for public transport users who often complain about being overcharged compared to the distance travelled.",en,if this system works well it will solve the issue for public transport users who often complain about being overcharged compared to the distance travelled,0.1027,positive
web,https://www.topafricanews.com/2024/12/02/pay-as-you-go-distance-based-fare-pilot-to-launch-in-kigali-public-transport/?q=le-president-ndayishimiye-prone-les-actions-apportant-des-progres-tangibles-pour-le-pays&pr=335193&lang=en,Pay As You Go: Distance-Based Fare Pilot to Launch in Kigali Public Transport,,"SUBSCRIBE TO OUR NEWSLETTER First name or full name Email By continuing, you accept the privacy policy",en,subscribe to our newsletter first name or full name email by continuing you accept the privacy policy,0.3818,positive
web,https://furtherafrica.com/2024/12/09/rwanda-rolls-out-distance-based-public-transport-fare-system/,Rwanda Rolls Out Distance-Based Public Transport Fare System,,"Rwanda has introduced a new distance-based fare system for public buses, starting with the Kabuga-Downtown and Nyabugogo-Kabuga routes.",en,rwanda has introduced a new distancebased fare system for public buses starting with the kabugadowntown and nyabugogokabuga routes,0.0,neutral
web,https://furtherafrica.com/2024/12/09/rwanda-rolls-out-distance-based-public-transport-fare-system/,Rwanda Rolls Out Distance-Based Public Transport Fare System,,"The system, which began on December 4, allows commuters to pay only for the distance they travel.",en,the system which began on december allows commuters to pay only for the distance they travel,-0.1027,negative
web,https://furtherafrica.com/2024/12/09/rwanda-rolls-out-distance-based-public-transport-fare-system/,Rwanda Rolls Out Distance-Based Public Transport Fare System,,Passengers tap their transport card when boarding and tap out at their destination to calculate the exact fare.,en,passengers tap their transport card when boarding and tap out at their destination to calculate the exact fare,0.0,neutral
web,https://furtherafrica.com/2024/12/09/rwanda-rolls-out-distance-based-public-transport-fare-system/,Rwanda Rolls Out Distance-Based Public Transport Fare System,,"The system will be rolled out across all Kigali routes by year-end, with commuters like Clementine Uwitonze, a security guard, already seeing savings on daily transport costs.",en,the system will be rolled out across all kigali routes by yearend with commuters like clementine uwitonze a security guard already seeing savings on daily transport costs,0.5994,positive
web,https://furtherafrica.com/2024/12/09/rwanda-rolls-out-distance-based-public-transport-fare-system/,Rwanda Rolls Out Distance-Based Public Transport Fare System,,The pay-per-distance system is a welcome relief for low-income earners.,en,the payperdistance system is a welcome relief for lowincome earners,0.7269,positive
web,https://furtherafrica.com/2024/12/09/rwanda-rolls-out-distance-based-public-transport-fare-system/,Rwanda Rolls Out Distance-Based Public Transport Fare System,,"Uwitonze highlighted that saving Rwf416 daily amounts to over Rwf12,000 monthly—significant for someone earning a modest salary.",en,uwitonze highlighted that saving rwf daily amounts to over rwf monthlysignificant for someone earning a modest salary,0.0,neutral
web,https://furtherafrica.com/2024/12/09/rwanda-rolls-out-distance-based-public-transport-fare-system/,Rwanda Rolls Out Distance-Based Public Transport Fare System,,"Business commuters, like Anasthasie Uwinshuti, praised the system for its fairness, noting they would no longer need to pay for the full route when traveling shorter distances.",en,business commuters like anasthasie uwinshuti praised the system for its fairness noting they would no longer need to pay for the full route when traveling shorter distances,0.4767,positive
web,https://furtherafrica.com/2024/12/09/rwanda-rolls-out-distance-based-public-transport-fare-system/,Rwanda Rolls Out Distance-Based Public Transport Fare System,,"The new mechanism is designed to increase affordability and efficiency, aligning transport costs with actual usage.",en,the new mechanism is designed to increase affordability and efficiency aligning transport costs with actual usage,0.5859,positive
web,https://furtherafrica.com/2024/12/09/rwanda-rolls-out-distance-based-public-transport-fare-system/,Rwanda Rolls Out Distance-Based Public Transport Fare System,,"Despite positive feedback, the pilot phase has not been without issues.",en,despite positive feedback the pilot phase has not been without issues,-0.4449,negative
web,https://furtherafrica.com/2024/12/09/rwanda-rolls-out-distance-based-public-transport-fare-system/,Rwanda Rolls Out Distance-Based Public Transport Fare System,,"Some passengers have faced difficulties retrieving unused balances when tapping out, with RURA acknowledging the glitches.",en,some passengers have faced difficulties retrieving unused balances when tapping out with rura acknowledging the glitches,-0.296,negative
